periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,Emp,sEmp,version
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2017,1,2655,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2017,1,2727,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2017,1,1504,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2017,1,202,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,1,0-1 Years,0,All Firm Sizes,2017,1,29,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",1,0-1 Years,0,All Firm Sizes,2017,1,50,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2017,1,51,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2017,1,27,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2017,1,222,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2017,1,37,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",2,2-3 Years,0,All Firm Sizes,2017,1,52,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2017,1,55,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2017,1,41,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2017,1,141,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2017,1,23,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2017,1,34,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2017,1,34,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2817380,"Cleveland, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2017,1,22,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2818060,"Columbus, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,1,21580,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2818060,"Columbus, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2017,1,2882,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2818060,"Columbus, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2017,1,6162,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2818060,"Columbus, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2017,1,6172,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2818060,"Columbus, MS",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2017,1,3485,1,QWI_FA MS 28 2003:3-2018:1 V4.10.0 R2023Q4 qwipu_ms_20231108_0708
