periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,Emp,sEmp
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2015,1,1045979,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2015,1,879310,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2015,1,4044305,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2015,1,570258,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2015,1,921314,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2015,1,1030831,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2015,1,861518,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,2,116553944,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2015,2,14204370,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2015,2,27497610,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2015,2,31632788,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2015,2,27635833,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2015,2,3817947,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,1,0-1 Years,0,All Firm Sizes,2015,2,548111,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",1,0-1 Years,0,All Firm Sizes,2015,2,848472,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2015,2,930742,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2015,2,747264,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2015,2,4316357,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2015,2,618831,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",2,2-3 Years,0,All Firm Sizes,2015,2,960361,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2015,2,1070536,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2015,2,902707,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2015,2,4122076,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2015,2,581839,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2015,2,936558,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2015,2,1047785,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2015,2,882252,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,3,119550347,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2015,3,14613812,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2015,3,27925874,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2015,3,31981026,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2015,3,27799299,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2015,3,4098609,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,1,0-1 Years,0,All Firm Sizes,2015,3,584981,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",1,0-1 Years,0,All Firm Sizes,2015,3,897124,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2015,3,980780,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2015,3,783772,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2015,3,4507923,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2015,3,645335,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",2,2-3 Years,0,All Firm Sizes,2015,3,989997,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2015,3,1097374,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2015,3,921263,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2015,3,4340270,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2015,3,610202,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2015,3,973493,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2015,3,1084091,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2015,3,909916,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,4,119380453,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2015,4,14823116,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2015,4,28129120,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2015,4,32198381,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2015,4,27988142,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2015,4,4302675,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,1,0-1 Years,0,All Firm Sizes,2015,4,625319,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",1,0-1 Years,0,All Firm Sizes,2015,4,959333,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2015,4,1048757,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2015,4,835867,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2015,4,4505447,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2015,4,656948,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",2,2-3 Years,0,All Firm Sizes,2015,4,1002013,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2015,4,1110136,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2015,4,932654,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2015,4,4315524,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2015,4,616788,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2015,4,978255,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2015,4,1089531,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2015,4,915363,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,1,118662637,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2016,1,14712802,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2016,1,27953746,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2016,1,32058337,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2016,1,27852406,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2016,1,3740055,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,1,0-1 Years,0,All Firm Sizes,2016,1,546290,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",1,0-1 Years,0,All Firm Sizes,2016,1,829444,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2016,1,908845,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2016,1,724668,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2016,1,4334029,6
Q,Quarterly data,U,Not seasonally adjusted,N,National (50 States + DC),00,National (50 States + DC),A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2016,1,629960,6
