periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,Emp,sEmp
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2020,1,55,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2020,1,26,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2020,1,385,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2020,1,38,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",2,2-3 Years,0,All Firm Sizes,2020,1,99,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2020,1,108,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2020,1,59,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2020,1,229,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2020,1,20,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2020,1,78,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2020,1,54,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610940,"Alma, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2020,1,38,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,1,9033,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2020,1,745,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2020,1,2557,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2020,1,2875,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2020,1,1486,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2020,1,240,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,1,0-1 Years,0,All Firm Sizes,2020,1,20,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",1,0-1 Years,0,All Firm Sizes,2020,1,63,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2020,1,66,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2020,1,27,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2020,1,372,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2020,1,43,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",2,2-3 Years,0,All Firm Sizes,2020,1,115,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2020,1,114,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2020,1,52,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2020,1,502,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2020,1,44,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2020,1,136,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2020,1,156,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2610980,"Alpena, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2020,1,73,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,1,131917,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2020,1,11558,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2020,1,28640,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2020,1,35772,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2020,1,36751,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2020,1,3343,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,1,0-1 Years,0,All Firm Sizes,2020,1,320,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",1,0-1 Years,0,All Firm Sizes,2020,1,701,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,1,0-1 Years,0,All Firm Sizes,2020,1,830,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,1,0-1 Years,0,All Firm Sizes,2020,1,780,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,2,2-3 Years,0,All Firm Sizes,2020,1,4069,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,2,2-3 Years,0,All Firm Sizes,2020,1,390,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",2,2-3 Years,0,All Firm Sizes,2020,1,817,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,2,2-3 Years,0,All Firm Sizes,2020,1,984,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,2,2-3 Years,0,All Firm Sizes,2020,1,992,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,3,4-5 Years,0,All Firm Sizes,2020,1,3942,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,3,4-5 Years,0,All Firm Sizes,2020,1,368,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",3,4-5 Years,0,All Firm Sizes,2020,1,800,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,3,4-5 Years,0,All Firm Sizes,2020,1,963,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2611460,"Ann Arbor, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,3,4-5 Years,0,All Firm Sizes,2020,1,1050,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2612980,"Battle Creek, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,1,45248,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2612980,"Battle Creek, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E1,Less than high school,0,All Firm Ages,0,All Firm Sizes,2020,1,4405,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2612980,"Battle Creek, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E2,"High school or equivalent, no college",0,All Firm Ages,0,All Firm Sizes,2020,1,12327,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2612980,"Battle Creek, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E3,Some college or Associate degree,0,All Firm Ages,0,All Firm Sizes,2020,1,13767,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2612980,"Battle Creek, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E4,Bachelor's degree or advanced degree,0,All Firm Ages,0,All Firm Sizes,2020,1,9042,1
Q,Quarterly data,U,Not seasonally adjusted,M,Metropolitan/Micropolitan (state part),2612980,"Battle Creek, MI",A,00,All NAICS Sectors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,1,0-1 Years,0,All Firm Sizes,2020,1,1102,1
